pkid,method,layers,culled_depth,num_params
2,PenaltySolver,5,481,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,469,10
2,PenaltySolver,5,469,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,459,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,489,10
2,PenaltySolver,5,459,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,459,10
2,PenaltySolver,5,489,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,469,10
2,PenaltySolver,5,469,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,459,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,489,10
2,PenaltySolver,5,459,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,459,10
2,PenaltySolver,5,489,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,469,10
2,PenaltySolver,5,469,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,459,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,489,10
2,PenaltySolver,5,459,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,459,10
2,PenaltySolver,5,489,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,469,10
2,PenaltySolver,5,469,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,459,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,489,10
2,PenaltySolver,5,459,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,459,10
2,PenaltySolver,5,489,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,469,10
2,PenaltySolver,5,469,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,459,10
2,PenaltySolver,5,479,10
2,PenaltySolver,5,489,10
2,PenaltySolver,5,459,10
2,PenaltySolver,5,481,10
2,PenaltySolver,5,459,10
3,PenaltySolver,5,489,10
3,PenaltySolver,5,499,10
3,PenaltySolver,5,479,10
3,PenaltySolver,5,491,10
3,PenaltySolver,5,479,10
3,PenaltySolver,5,499,10
3,PenaltySolver,5,491,10
3,PenaltySolver,5,499,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,489,10
3,PenaltySolver,5,509,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,509,10
3,PenaltySolver,5,511,10
3,PenaltySolver,5,481,10
3,PenaltySolver,5,489,10
3,PenaltySolver,5,481,10
3,PenaltySolver,5,511,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,489,10
3,PenaltySolver,5,499,10
3,PenaltySolver,5,479,10
3,PenaltySolver,5,491,10
3,PenaltySolver,5,479,10
3,PenaltySolver,5,499,10
3,PenaltySolver,5,491,10
3,PenaltySolver,5,499,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,489,10
3,PenaltySolver,5,509,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,509,10
3,PenaltySolver,5,511,10
3,PenaltySolver,5,481,10
3,PenaltySolver,5,489,10
3,PenaltySolver,5,481,10
3,PenaltySolver,5,511,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,489,10
3,PenaltySolver,5,499,10
3,PenaltySolver,5,479,10
3,PenaltySolver,5,491,10
3,PenaltySolver,5,479,10
3,PenaltySolver,5,499,10
3,PenaltySolver,5,491,10
3,PenaltySolver,5,499,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,489,10
3,PenaltySolver,5,509,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,509,10
3,PenaltySolver,5,511,10
3,PenaltySolver,5,481,10
3,PenaltySolver,5,489,10
3,PenaltySolver,5,481,10
3,PenaltySolver,5,511,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,489,10
3,PenaltySolver,5,499,10
3,PenaltySolver,5,479,10
3,PenaltySolver,5,491,10
3,PenaltySolver,5,479,10
3,PenaltySolver,5,499,10
3,PenaltySolver,5,491,10
3,PenaltySolver,5,499,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,489,10
3,PenaltySolver,5,509,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,509,10
3,PenaltySolver,5,511,10
3,PenaltySolver,5,481,10
3,PenaltySolver,5,489,10
3,PenaltySolver,5,481,10
3,PenaltySolver,5,511,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,489,10
3,PenaltySolver,5,499,10
3,PenaltySolver,5,479,10
3,PenaltySolver,5,491,10
3,PenaltySolver,5,479,10
3,PenaltySolver,5,499,10
3,PenaltySolver,5,491,10
3,PenaltySolver,5,499,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,489,10
3,PenaltySolver,5,509,10
3,PenaltySolver,5,501,10
3,PenaltySolver,5,509,10
3,PenaltySolver,5,511,10
3,PenaltySolver,5,481,10
3,PenaltySolver,5,489,10
3,PenaltySolver,5,481,10
3,PenaltySolver,5,511,10
3,PenaltySolver,5,501,10
4,PenaltySolver,5,200,10
4,PenaltySolver,5,174,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,166,10
4,PenaltySolver,5,184,10
4,PenaltySolver,5,192,10
4,PenaltySolver,5,192,10
4,PenaltySolver,5,184,10
4,PenaltySolver,5,172,10
4,PenaltySolver,5,190,10
4,PenaltySolver,5,172,10
4,PenaltySolver,5,180,10
4,PenaltySolver,5,200,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,202,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,172,10
4,PenaltySolver,5,172,10
4,PenaltySolver,5,190,10
4,PenaltySolver,5,192,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,190,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,192,10
4,PenaltySolver,5,200,10
4,PenaltySolver,5,192,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,184,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,200,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,190,10
4,PenaltySolver,5,180,10
4,PenaltySolver,5,192,10
4,PenaltySolver,5,190,10
4,PenaltySolver,5,184,10
4,PenaltySolver,5,172,10
4,PenaltySolver,5,202,10
4,PenaltySolver,5,190,10
4,PenaltySolver,5,190,10
4,PenaltySolver,5,202,10
4,PenaltySolver,5,180,10
4,PenaltySolver,5,202,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,210,10
4,PenaltySolver,5,192,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,172,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,202,10
4,PenaltySolver,5,190,10
4,PenaltySolver,5,190,10
4,PenaltySolver,5,200,10
4,PenaltySolver,5,174,10
4,PenaltySolver,5,210,10
4,PenaltySolver,5,184,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,170,10
4,PenaltySolver,5,192,10
4,PenaltySolver,5,196,10
4,PenaltySolver,5,192,10
4,PenaltySolver,5,200,10
4,PenaltySolver,5,174,10
4,PenaltySolver,5,180,10
4,PenaltySolver,5,176,10
4,PenaltySolver,5,194,10
4,PenaltySolver,5,204,10
4,PenaltySolver,5,190,10
4,PenaltySolver,5,192,10
4,PenaltySolver,5,200,10
4,PenaltySolver,5,180,10
4,PenaltySolver,5,200,10
4,PenaltySolver,5,174,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,190,10
4,PenaltySolver,5,190,10
4,PenaltySolver,5,170,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,210,10
4,PenaltySolver,5,184,10
4,PenaltySolver,5,190,10
4,PenaltySolver,5,202,10
4,PenaltySolver,5,204,10
4,PenaltySolver,5,200,10
4,PenaltySolver,5,174,10
4,PenaltySolver,5,190,10
4,PenaltySolver,5,174,10
4,PenaltySolver,5,192,10
4,PenaltySolver,5,192,10
4,PenaltySolver,5,184,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,182,10
4,PenaltySolver,5,190,10
4,PenaltySolver,5,184,10
4,PenaltySolver,5,210,10
4,PenaltySolver,5,184,10
4,PenaltySolver,5,180,10
4,PenaltySolver,5,174,10
5,PenaltySolver,5,196,10
5,PenaltySolver,5,196,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,202,10
5,PenaltySolver,5,202,10
5,PenaltySolver,5,214,10
5,PenaltySolver,5,196,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,200,10
5,PenaltySolver,5,240,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,230,10
5,PenaltySolver,5,200,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,212,10
5,PenaltySolver,5,222,10
5,PenaltySolver,5,212,10
5,PenaltySolver,5,230,10
5,PenaltySolver,5,212,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,202,10
5,PenaltySolver,5,204,10
5,PenaltySolver,5,204,10
5,PenaltySolver,5,202,10
5,PenaltySolver,5,212,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,200,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,200,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,192,10
5,PenaltySolver,5,202,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,184,10
5,PenaltySolver,5,194,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,200,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,230,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,222,10
5,PenaltySolver,5,240,10
5,PenaltySolver,5,214,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,194,10
5,PenaltySolver,5,200,10
5,PenaltySolver,5,200,10
5,PenaltySolver,5,214,10
5,PenaltySolver,5,200,10
5,PenaltySolver,5,192,10
5,PenaltySolver,5,202,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,192,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,200,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,212,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,204,10
5,PenaltySolver,5,206,10
5,PenaltySolver,5,212,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,212,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,192,10
5,PenaltySolver,5,200,10
5,PenaltySolver,5,202,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,230,10
5,PenaltySolver,5,202,10
5,PenaltySolver,5,200,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,216,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,212,10
5,PenaltySolver,5,212,10
5,PenaltySolver,5,198,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,204,10
5,PenaltySolver,5,230,10
5,PenaltySolver,5,202,10
5,PenaltySolver,5,220,10
5,PenaltySolver,5,212,10
5,PenaltySolver,5,210,10
5,PenaltySolver,5,188,10
5,PenaltySolver,5,212,10
5,PenaltySolver,5,232,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
0,CyclicSolver,5,98,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
1,CyclicSolver,5,118,10
2,CyclicSolver,5,585,10
2,CyclicSolver,5,585,10
2,CyclicSolver,5,565,10
2,CyclicSolver,5,565,10
2,CyclicSolver,5,527,10
2,CyclicSolver,5,595,10
2,CyclicSolver,5,575,10
2,CyclicSolver,5,535,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,535,10
2,CyclicSolver,5,575,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,595,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,585,10
2,CyclicSolver,5,585,10
2,CyclicSolver,5,565,10
2,CyclicSolver,5,565,10
2,CyclicSolver,5,527,10
2,CyclicSolver,5,595,10
2,CyclicSolver,5,575,10
2,CyclicSolver,5,535,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,535,10
2,CyclicSolver,5,575,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,595,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,585,10
2,CyclicSolver,5,585,10
2,CyclicSolver,5,565,10
2,CyclicSolver,5,565,10
2,CyclicSolver,5,527,10
2,CyclicSolver,5,595,10
2,CyclicSolver,5,575,10
2,CyclicSolver,5,535,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,535,10
2,CyclicSolver,5,575,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,595,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,585,10
2,CyclicSolver,5,585,10
2,CyclicSolver,5,565,10
2,CyclicSolver,5,565,10
2,CyclicSolver,5,527,10
2,CyclicSolver,5,595,10
2,CyclicSolver,5,575,10
2,CyclicSolver,5,535,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,535,10
2,CyclicSolver,5,575,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,595,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,567,10
2,CyclicSolver,5,585,10
