pkid,method,layers,culled_depth,num_params
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,162,10
3,PenaltySolver,5,152,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,80,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,72,10
4,PenaltySolver,5,80,10
4,PenaltySolver,5,72,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,80,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,72,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,80,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,80,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,72,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,72,10
4,PenaltySolver,5,80,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,72,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,72,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,80,10
4,PenaltySolver,5,80,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,80,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,72,10
4,PenaltySolver,5,72,10
4,PenaltySolver,5,72,10
4,PenaltySolver,5,72,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,72,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,82,10
4,PenaltySolver,5,80,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
4,PenaltySolver,5,90,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,134,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,134,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,152,10
5,PenaltySolver,5,152,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,134,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,142,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,132,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,160,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,160,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,160,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,160,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,132,10
5,PenaltySolver,5,142,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,130,10
5,PenaltySolver,5,152,10
5,PenaltySolver,5,142,10
5,PenaltySolver,5,142,10
5,PenaltySolver,5,142,10
5,PenaltySolver,5,134,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,152,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,142,10
5,PenaltySolver,5,152,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,142,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,132,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,160,10
5,PenaltySolver,5,132,10
5,PenaltySolver,5,142,10
5,PenaltySolver,5,142,10
5,PenaltySolver,5,134,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,154,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,132,10
5,PenaltySolver,5,132,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,160,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,160,10
5,PenaltySolver,5,144,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,152,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,142,10
5,PenaltySolver,5,160,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,142,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,150,10
5,PenaltySolver,5,140,10
5,PenaltySolver,5,142,10
5,PenaltySolver,5,152,10
5,PenaltySolver,5,160,10
5,PenaltySolver,5,150,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
0,CyclicSolver,5,65,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
1,CyclicSolver,5,94,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
2,CyclicSolver,5,200,10
